stimNum,stimType,rt,trial_index,subject,group,answer,code,Gender,Age,condition,situation,formatting,mean_entitlement,sd_entitlement,mean_imposition,sd_imposition,mean_power,sd_power,mean_distance,sd_distance
10,low_entitlement,2868,7,33903,group1,Could you drive me to the doctor?,M,Female,32,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,1745,6,11674,group1,I don't know how to get to the doctor.,IS,Male,41,low,urgency,IS,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7212,8,24041,group1,I need you to drive me to the doctor.,D,Male,39,low,urgency,D,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,45853,3,66682,group1,I need you to drive me to the doctor.,D,Female,29,low,urgency,D,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,21740,10,42017,group1,Could you drive me to the doctor?,M,Female,37,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,23901,11,58332,group1,Could you drive me to the doctor?,M,Male,65,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,22137,11,57860,group1,Could you drive me to the doctor?,M,Male,35,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,4730,8,67700,group1,I need you to drive me to the doctor.,D,Male,29,low,urgency,D,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,21058,8,55304,group1,Could you drive me to the doctor?,M,Female,43,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,13042,7,87155,group1,Could you drive me to the doctor?,M,Male,26,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,18060,8,80148,group1,Could you drive me to the doctor?,M,Female,33,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,3422,11,64887,group1,I need you to drive me to the doctor.,D,Female,30,low,urgency,D,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7026,10,24995,group1,Could you drive me to the doctor?,M,Male,30,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7174,10,94652,group1,I was wondering if you could give me a ride to the doctor?,W,Female,58,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,11285,2,24718,group1,I was wondering if you could give me a ride to the doctor?,W,Female,40,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,1382,9,97756,group1,Could you drive me to the doctor?,M,Male,31,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,15632,2,2471,group1,I was wondering if you could give me a ride to the doctor?,W,Female,59,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,4076,8,20794,group1,I was wondering if you could give me a ride to the doctor?,W,Female,33,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,7249,10,56292,group1,I was wondering if you could give me a ride to the doctor?,W,Female,31,low,urgency,EM,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,6602,3,89974,group1,Could you drive me to the doctor?,M,Female,25,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,74655,3,8216,group1,Could you drive me to the doctor?,M,Male,29,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
10,low_entitlement,37290,3,42306,group1,Could you drive me to the doctor?,M,Female,49,low,urgency,M,5.791666667,1.761990332,2.666666667,1.766512773,4.468085106,1.717569869,2.145833333,2.031555146
2,high_entitlement,4118,10,1977,group2,Can you help me out with the rent?,M,Male,33,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,13749,6,42146,group2,Would it be at all possible to help me out with the rent?,W,Female,34,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,12241,11,5514,group2,Would it be at all possible to help me out with the rent?,W,Female,47,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,13650,10,40239,group2,"I'm short on cash this month, and rent is coming up.",IS,Female,56,high,interaction,IS,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,19887,9,48563,group2,Can you help me out with the rent?,M,Male,25,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,11687,6,43477,group2,Can you help me out with the rent?,M,Male,26,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,30825,6,36333,group2,Can you help me out with the rent?,M,Female,42,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,14991,9,71861,group2,"I'm short on cash this month, and rent is coming up.",IS,Male,30,high,interaction,IS,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,10921,10,7349,group2,"I'm short on cash this month, and rent is coming up.",IS,Male,33,high,interaction,IS,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,1881,9,65743,group2,Would it be at all possible to help me out with the rent?,W,Male,26,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,6466,4,45177,group2,Would it be at all possible to help me out with the rent?,W,Male,29,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,1740,6,13778,group2,"I'm short on cash this month, and rent is coming up.",IS,Male,37,high,interaction,IS,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,9115,10,87775,group2,Can you help me out with the rent?,M,Male,22,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,3580,6,44710,group2,Would it be at all possible to help me out with the rent?,W,Male,24,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,23034,7,3324,group2,Can you help me out with the rent?,M,Male,41,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,10650,5,45610,group2,Would it be at all possible to help me out with the rent?,W,Female,21,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,23677,3,50863,group2,Would it be at all possible to help me out with the rent?,W,Male,23,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,15377,4,55991,group2,Would it be at all possible to help me out with the rent?,W,Female,27,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,12785,4,76012,group2,Can you help me out with the rent?,M,Male,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,18067,11,85567,group2,I need you to cover my rent this month.,D,Male,33,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,15136,9,97151,group2,Would it be at all possible to help me out with the rent?,W,Male,27,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,21331,3,79859,group2,Can you help me out with the rent?,M,Female,27,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,4323,3,91548,group2,Can you help me out with the rent?,M,Male,26,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,9212,10,28114,group2,Can you help me out with the rent?,M,Female,40,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,15249,8,90079,group2,Would it be at all possible to help me out with the rent?,W,Male,39,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,14145,9,56171,group2,Can you help me out with the rent?,M,Female,48,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,10983,3,25273,group2,Would it be at all possible to help me out with the rent?,W,Male,48,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,4146,7,28542,group2,I need you to cover my rent this month.,D,Male,25,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,64809,2,16670,group2,Can you help me out with the rent?,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,29829,4,8324,group2,I need you to cover my rent this month.,D,Female,30,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,12018,6,98986,group2,Can you help me out with the rent?,M,Female,34,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,14450,7,70928,group2,Can you help me out with the rent?,M,Male,30,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,40204,10,87512,group2,Can you help me out with the rent?,M,Male,38,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,7689,8,1593,group2,I need you to cover my rent this month.,D,Male,25,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,11954,4,74166,group2,Can you help me out with the rent?,M,Male,25,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,1476,11,73328,group2,Would it be at all possible to help me out with the rent?,W,Male,25,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,4581,4,74734,group2,Can you help me out with the rent?,M,Female,31,high,interaction,M,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,7906,9,74278,group2,I need you to cover my rent this month.,D,Male,25,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,11551,4,75614,group2,I need you to cover my rent this month.,D,Male,47,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,7732,10,90609,group2,Would it be at all possible to help me out with the rent?,W,Female,21,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,8402,10,22282,group2,I need you to cover my rent this month.,D,Male,43,high,interaction,D,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,27430,2,19424,group2,Would it be at all possible to help me out with the rent?,W,Female,52,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,68579,2,94407,group2,Would it be at all possible to help me out with the rent?,W,Male,27,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,97733,5,81470,group2,Would it be at all possible to help me out with the rent?,W,Male,36,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,27271,7,86881,group2,Would it be at all possible to help me out with the rent?,W,Female,20,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,high_entitlement,33210,8,9171,group2,Would it be at all possible to help me out with the rent?,W,Male,43,high,interaction,EM,5.622641509,1.913780141,4.830188679,1.553356775,4.79245283,1.633289396,5.20754717,1.245893108
2,low_entitlement,22426,6,56292,group1,Can you help me out with the rent?,M,Female,31,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,27661,6,95061,group1,"I'm short on cash this month, and rent is coming up.",IS,Female,33,low,interaction,IS,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,2360,8,11674,group1,"I'm short on cash this month, and rent is coming up.",IS,Male,41,low,interaction,IS,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,299864,11,7044,group1,Can you help me out with the rent?,M,Female,23,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,12101,6,2471,group1,Would it be at all possible to help me out with the rent?,W,Female,59,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,7328,6,24995,group1,Would it be at all possible to help me out with the rent?,W,Male,30,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,27373,10,58332,group1,Can you help me out with the rent?,M,Male,65,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,8249,9,46162,group1,Would it be at all possible to help me out with the rent?,W,Male,35,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,11187,10,24041,group1,Can you help me out with the rent?,M,Male,39,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,117486,5,66682,group1,Would it be at all possible to help me out with the rent?,W,Female,29,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,1844,6,71391,group1,Would it be at all possible to help me out with the rent?,W,Male,29,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,3510,6,33903,group1,Can you help me out with the rent?,M,Female,32,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,4086,6,89974,group1,I need you to cover my rent this month.,D,Female,25,low,interaction,D,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,6322,10,90211,group1,Would it be at all possible to help me out with the rent?,W,Female,27,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,3746,3,34496,group1,Would it be at all possible to help me out with the rent?,W,Male,27,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,28026,6,80148,group1,"I'm short on cash this month, and rent is coming up.",IS,Female,33,low,interaction,IS,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,18983,10,16711,group1,"I'm short on cash this month, and rent is coming up.",IS,Female,42,low,interaction,IS,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,17390,10,45852,group1,I need you to cover my rent this month.,D,Male,27,low,interaction,D,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,13025,4,57860,group1,Would it be at all possible to help me out with the rent?,W,Male,35,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,35089,6,55304,group1,Can you help me out with the rent?,M,Female,43,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,12173,11,24718,group1,Would it be at all possible to help me out with the rent?,W,Female,40,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,5076,9,67700,group1,"I'm short on cash this month, and rent is coming up.",IS,Male,29,low,interaction,IS,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,14337,7,32379,group1,Would it be at all possible to help me out with the rent?,W,Male,23,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,17666,4,42017,group1,Would it be at all possible to help me out with the rent?,W,Female,37,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,5655,11,81283,group1,Can you help me out with the rent?,M,Female,30,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,30706,2,61519,group1,Would it be at all possible to help me out with the rent?,W,Male,37,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,2252,9,64887,group1,Can you help me out with the rent?,M,Female,30,low,interaction,M,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,2203,11,8216,group1,Would it be at all possible to help me out with the rent?,W,Male,29,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,20569,2,94652,group1,Would it be at all possible to help me out with the rent?,W,Female,58,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,20378,8,87155,group1,Would it be at all possible to help me out with the rent?,W,Male,26,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,11865,8,42306,group1,Would it be at all possible to help me out with the rent?,W,Female,49,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,4813,11,87326,group1,Would it be at all possible to help me out with the rent?,W,Female,22,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,38740,11,20794,group1,Would it be at all possible to help me out with the rent?,W,Female,33,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
2,low_entitlement,1845,10,97756,group1,Would it be at all possible to help me out with the rent?,W,Male,31,low,interaction,EM,3.0625,2.025436648,5.9375,1.060033119,5.604166667,1.425297033,4.708333333,1.270924163
3,high_entitlement,20283,10,80148,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,33,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,16104,6,57860,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Male,35,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,22829,10,61519,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Male,37,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,12267,9,2471,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,59,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,1261,4,97756,group1,I need you to compile these reports.,D,Male,31,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,18160,5,42017,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,37,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,2557,10,64887,group1,I'm not sure I have time to compile these reports.,IS,Female,30,high,relationship,IS,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,1259,10,11674,group1,I need you to compile these reports.,D,Male,41,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,3196,7,71391,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Male,29,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,27470,9,58332,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,65,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,28548,8,32379,group1,I need you to compile these reports.,D,Male,23,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,16845,3,45852,group1,I need you to compile these reports.,D,Male,27,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,8308,4,24995,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,30,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,8609,5,87326,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Female,22,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,11863,2,89974,group1,I need you to compile these reports.,D,Female,25,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,16348,6,66682,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,29,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,9191,11,46162,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,35,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,36232,2,42306,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,49,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,24428,4,56292,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,31,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,12557,6,94652,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,58,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,6012,5,81283,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,30,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,34871,5,55304,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,43,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,19309,5,16711,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Female,42,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,13931,3,24718,group1,I need you to compile these reports.,D,Female,40,high,relationship,D,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,32270,4,7044,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,23,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,2709,8,33903,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,32,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,6109,2,20794,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,33,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,6278,10,34496,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,27,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,12459,6,24041,group1,I was wondering if I could get copies of the expense and quarterly reports?,W,Male,39,high,relationship,EM,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,27869,3,90211,group1,I'm not sure I have time to compile these reports.,IS,Female,27,high,relationship,IS,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,2354,9,8216,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,29,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,19603,3,87155,group1,Can you get me the copies of the expense and quarterly reports?,M,Male,26,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,2089,11,67700,group1,I'm not sure I have time to compile these reports.,IS,Male,29,high,relationship,IS,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,high_entitlement,118554,7,95061,group1,Can you get me the copies of the expense and quarterly reports?,M,Female,33,high,relationship,M,5.270833333,1.620868999,3.979166667,1.850699504,3.787234043,2.254812922,4.083333333,1.350072233
3,low_entitlement,11257,4,22282,group2,Can you get me the copies of the expense and quarterly reports?,M,Male,43,low,relationship,M,4.826923077,1.677079088,4.037735849,1.663664446,6.094339623,1.348277404,3.113207547,1.660171184
3,low_entitlement,13118,2,74166,group2,I'm not sure I have time to compile these reports.,IS,Male,25,low,relationship,IS,4.826923077,1.677079088,4.037735849,1.663664446,6.094339623,1.348277404,3.113207547,1.660171184
3,low_entitlement,19694,11,56171,group2,I was wondering if I could get copies of the expense and quarterly reports?,W,Female,48,low,relationship,EM,4.826923077,1.677079088,4.037735849,1.663664446,6.094339623,1.348277404,3.113207547,1.660171184
